accountlength,areacode,churn,customerservicecalls,numbervmailmessages,totaldaycalls,totaldayminutes,totalevecalls,totaleveminutes,totalintlcalls,totalintlminutes,totalnightcalls,totalnightminutes
16,408,False,1,0,89.0,209.5,85.0,172.8,4.0,8.8,102.0,94.1
99,408,False,1,0,105.0,95.4,101.0,207.2,5.0,5.6,117.0,136.0
76,408,False,1,26,110.0,214.6,87.0,205.2,2.0,8.1,140.0,134.6
167,415,True,4,0,120.0,131.6,96.0,211.3,4.0,11.1,97.0,168.3
129,415,False,1,0,117.0,168.4,129.0,217.1,7.0,11.8,100.0,81.6
116,408,False,1,0,123.0,146.4,113.0,176.6,5.0,7.8,102.0,212.6
60,415,False,1,0,110.0,183.0,93.0,206.7,6.0,11.1,119.0,203.8
128,415,False,0,0,122.0,103.3,123.0,245.9,7.0,6.4,95.0,161.1
47,408,False,0,28,70.0,112.2,106.0,154.8,2.0,10.6,105.0,166.7
40,510,False,3,0,55.0,170.7,108.0,179.1,9.0,8.2,89.0,281.9
173,510,False,0,0,78.0,172.5,91.0,142.6,2.0,10.9,63.0,102.0
157,510,False,1,30,107.0,194.3,108.0,243.2,5.0,7.1,114.0,322.2
66,408,False,2,32,117.0,187.8,90.0,129.8,3.0,12.0,113.0,132.3
50,415,False,0,26,94.0,307.1,78.0,289.4,3.0,8.0,109.0,174.9
72,415,False,3,0,106.0,118.2,136.0,167.2,3.0,12.2,106.0,214.2
130,510,False,1,0,95.0,154.0,106.0,205.9,1.0,12.9,75.0,233.7
143,408,False,1,0,101.0,155.5,89.0,213.4,11.0,7.6,61.0,237.9
89,510,False,1,0,108.0,125.6,90.0,213.0,5.0,5.4,108.0,181.7
108,415,False,0,0,104.0,199.3,92.0,224.2,2.0,15.2,57.0,140.1
32,408,False,1,0,88.0,157.9,132.0,180.8,3.0,12.8,102.0,132.5
166,415,False,2,0,81.0,203.4,110.0,167.7,5.0,9.2,124.0,132.0
109,408,False,1,0,113.0,222.2,122.0,218.5,5.0,10.9,88.0,266.0
72,408,False,1,39,98.0,92.8,115.0,271.2,7.0,5.8,83.0,167.1
134,415,False,0,32,78.0,216.8,111.0,102.2,2.0,8.6,83.0,174.0
13,415,False,4,0,89.0,193.2,90.0,194.4,2.0,9.7,104.0,186.5
90,415,False,3,0,108.0,113.2,63.0,189.3,4.0,14.1,124.0,271.8
111,415,False,3,36,54.0,166.2,109.0,238.8,2.0,11.2,92.0,108.8
101,408,False,1,23,101.0,262.2,80.0,157.0,14.0,7.3,100.0,129.1
72,415,False,0,0,92.0,207.8,110.0,195.7,4.0,13.1,124.0,184.8
67,510,False,1,35,89.0,245.4,102.0,148.2,6.0,7.5,136.0,274.0
172,408,True,3,0,108.0,287.1,125.0,178.4,2.0,14.4,98.0,153.2
154,510,False,2,32,82.0,192.3,134.0,165.3,1.0,9.0,74.0,205.0
69,510,False,2,0,122.0,194.2,81.0,242.1,3.0,9.7,80.0,215.8
123,415,False,3,0,92.0,211.0,102.0,217.0,7.0,9.8,104.0,214.8
130,415,False,0,12,92.0,141.9,102.0,228.9,5.0,8.7,101.0,195.1
142,415,False,2,26,94.0,220.5,126.0,239.5,9.0,5.9,109.0,254.3
29,415,False,1,0,122.0,157.4,75.0,145.0,2.0,9.3,92.0,281.8
87,408,False,0,28,106.0,143.5,147.0,223.5,5.0,11.2,69.0,175.4
149,415,False,0,0,56.0,156.0,116.0,56.0,8.0,8.9,104.0,163.3
146,408,False,2,0,63.0,160.1,112.0,208.4,3.0,9.2,98.0,177.6
88,415,True,4,0,98.0,235.1,79.0,251.8,2.0,7.2,76.0,285.9
119,415,True,5,15,95.0,160.0,110.0,209.5,5.0,8.7,107.0,82.3
48,510,False,1,0,63.0,188.4,89.0,165.9,2.0,13.2,71.0,205.7
135,415,False,1,0,97.0,194.8,118.0,235.3,3.0,11.0,126.0,174.4
100,510,False,1,0,117.0,247.8,95.0,130.0,2.0,6.9,125.0,134.3
98,415,False,4,0,80.0,221.2,104.0,213.6,3.0,11.9,89.0,291.8
75,510,False,2,26,86.0,118.5,118.0,213.9,3.0,13.4,99.0,132.6
180,415,False,1,33,78.0,231.8,79.0,232.9,4.0,7.6,121.0,206.9
100,415,False,1,25,90.0,215.9,92.0,257.9,4.0,11.6,157.0,180.2
119,415,False,2,35,92.0,217.1,134.0,220.8,5.0,8.0,93.0,249.5
86,415,False,0,0,96.0,83.5,63.0,221.1,3.0,12.6,75.0,349.7
155,408,False,1,39,106.0,183.3,101.0,205.1,7.0,5.1,90.0,263.7
78,415,True,1,0,141.0,236.8,101.0,265.3,2.0,9.5,77.0,152.4
153,415,False,1,0,90.0,193.8,121.0,195.3,3.0,8.5,108.0,182.7
92,510,False,0,25,112.0,134.0,111.0,206.0,4.0,9.7,118.0,180.6
13,510,False,2,25,65.0,176.6,96.0,172.7,5.0,11.3,128.0,104.5
154,415,False,3,0,93.0,191.4,119.0,205.4,3.0,10.2,121.0,205.7
144,510,False,0,35,127.0,174.8,93.0,219.6,3.0,12.8,90.0,255.8
48,408,False,1,0,67.0,275.2,108.0,180.2,2.0,7.9,110.0,159.0
94,408,False,1,0,85.0,174.0,114.0,241.1,1.0,7.9,94.0,207.8
139,415,False,1,0,132.0,165.0,86.0,249.7,8.0,12.6,128.0,170.3
126,415,False,1,0,102.0,228.7,99.0,168.7,4.0,11.8,100.0,223.5
122,415,False,2,0,88.0,107.9,109.0,235.8,3.0,9.5,119.0,228.6
139,510,False,1,0,140.0,221.3,89.0,157.8,6.0,11.3,89.0,192.5
95,415,False,3,0,84.0,141.1,108.0,211.4,6.0,5.9,127.0,103.7
80,408,False,4,31,92.0,166.4,74.0,238.3,4.0,10.7,84.0,150.7
131,415,False,3,28,87.0,249.6,138.0,227.2,3.0,7.6,92.0,239.9
36,510,False,1,0,83.0,178.6,103.0,213.1,5.0,10.9,119.0,198.0
180,510,False,2,0,96.0,139.0,64.0,224.9,5.0,15.7,118.0,170.8
25,415,False,2,0,98.0,134.3,109.0,202.3,5.0,12.6,100.0,195.9
113,415,False,3,0,93.0,215.9,85.0,240.1,5.0,4.9,123.0,156.7
88,415,False,1,31,91.0,181.6,120.0,213.2,4.0,11.4,104.0,207.8
120,415,False,1,0,97.0,178.4,113.0,168.3,9.0,9.3,93.0,120.5
74,415,False,1,0,84.0,106.4,104.0,140.2,3.0,11.4,81.0,90.9
109,510,False,2,0,101.0,170.7,82.0,240.2,4.0,11.4,112.0,119.0
162,510,False,0,33,139.0,184.5,78.0,183.2,6.0,12.3,106.0,127.4
124,510,False,1,37,109.0,161.2,79.0,204.2,4.0,8.9,87.0,231.5
177,408,False,2,0,77.0,84.9,109.0,257.5,5.0,7.5,66.0,210.5
91,510,False,1,0,71.0,217.9,116.0,230.1,2.0,10.6,110.0,232.1
105,408,True,0,0,98.0,270.9,110.0,226.2,5.0,8.8,60.0,178.8
24,510,True,0,0,91.0,243.0,77.0,183.9,6.0,15.3,109.0,184.3
48,510,False,0,0,71.0,128.2,78.0,48.1,3.0,8.9,80.0,116.3
86,408,False,2,0,115.0,126.3,112.0,168.8,7.0,9.8,95.0,154.6
163,510,False,4,0,56.0,178.7,79.0,215.7,2.0,10.6,84.0,152.7
91,510,False,0,0,109.0,159.0,142.0,255.1,4.0,10.1,73.0,82.4
56,510,False,3,0,79.0,150.9,87.0,161.8,5.0,11.7,115.0,167.7
147,415,False,3,24,118.0,219.9,116.0,208.5,4.0,8.1,111.0,352.5
64,415,False,2,0,116.0,168.0,94.0,192.4,3.0,10.1,98.0,166.5
108,510,True,4,34,83.0,162.1,117.0,171.8,3.0,9.6,76.0,259.8
159,510,False,5,0,107.0,198.8,91.0,195.5,7.0,16.5,120.0,213.3
136,510,False,3,0,90.0,256.8,104.0,230.1,10.0,9.1,82.0,143.6
116,415,False,1,35,122.0,182.8,119.0,212.7,2.0,11.0,103.0,193.8
45,408,False,1,38,92.0,196.8,108.0,254.2,2.0,7.7,85.0,261.8
122,415,False,2,0,120.0,140.1,128.0,231.4,5.0,11.2,127.0,188.1
138,415,False,5,0,83.0,194.3,97.0,189.9,3.0,9.0,102.0,232.2
132,415,False,1,0,66.0,117.6,108.0,214.0,5.0,8.8,94.0,239.5
101,415,False,0,0,108.0,193.7,98.0,186.6,8.0,11.6,100.0,223.0
58,510,False,2,0,105.0,243.1,108.0,231.4,4.0,7.8,120.0,180.9
81,415,False,1,0,132.0,145.4,91.0,129.3,4.0,5.2,109.0,186.4
87,415,False,3,0,105.0,169.1,102.0,169.9,10.0,9.9,106.0,244.9
116,510,False,2,0,93.0,229.3,111.0,184.5,3.0,8.8,91.0,168.2
85,415,False,4,0,97.0,197.2,115.0,211.7,4.0,8.3,133.0,210.1
62,510,True,2,33,84.0,186.4,136.0,201.0,3.0,11.1,103.0,286.7
90,415,False,0,0,121.0,76.1,73.0,290.3,3.0,10.8,89.0,236.9
98,415,False,2,0,65.0,162.8,109.0,185.0,3.0,6.0,104.0,219.5
73,415,False,1,0,115.0,182.3,97.0,199.2,5.0,18.0,113.0,120.2
107,510,False,2,0,83.0,194.4,84.0,247.8,7.0,11.2,93.0,245.4
55,408,False,2,20,95.0,189.3,113.0,118.6,4.0,12.5,102.0,250.2
76,415,False,3,22,107.0,160.1,136.0,168.7,4.0,9.5,102.0,23.2
30,510,False,3,0,76.0,145.0,112.0,240.7,4.0,7.1,134.0,197.1
157,415,False,4,0,105.0,220.7,127.0,119.3,7.0,11.5,113.0,165.1
40,408,True,1,31,69.0,224.7,81.0,134.5,5.0,7.5,104.0,120.3
72,408,False,1,0,79.0,147.0,103.0,162.3,4.0,10.5,80.0,162.9
95,415,False,1,39,130.0,260.8,111.0,213.4,5.0,10.1,97.0,195.6
42,415,False,0,0,127.0,155.4,45.0,164.1,3.0,9.0,128.0,157.7
86,415,False,1,0,112.0,166.2,81.0,255.3,7.0,5.4,97.0,228.1
131,415,False,0,0,115.0,211.8,102.0,260.5,7.0,10.8,96.0,144.2
55,510,True,4,45,114.0,130.5,94.0,208.4,5.0,11.0,114.0,141.6
74,415,False,0,0,102.0,162.7,105.0,292.0,6.0,8.7,80.0,183.3
81,408,False,1,37,76.0,237.1,125.0,264.2,3.0,7.9,120.0,271.3
81,408,False,4,0,102.0,166.2,112.0,217.6,2.0,13.2,68.0,220.2
28,415,True,6,0,48.0,121.7,112.0,125.8,2.0,8.3,122.0,261.6
111,510,False,0,0,62.0,176.4,124.0,201.0,2.0,11.2,138.0,150.4
3,510,False,2,27,116.0,67.4,78.0,244.0,2.0,11.4,93.0,281.1
51,415,True,1,0,129.0,229.7,104.0,336.0,1.0,9.6,128.0,192.8
68,415,False,1,24,118.0,176.0,116.0,277.9,7.0,14.7,71.0,174.7
163,408,True,0,0,77.0,247.7,108.0,269.5,7.0,9.6,82.0,167.3
87,510,False,2,0,90.0,115.4,68.0,262.6,5.0,13.1,69.0,245.7
58,510,True,0,0,95.0,112.2,108.0,209.6,1.0,13.9,78.0,260.9
109,408,False,0,0,138.0,162.6,109.0,154.0,4.0,11.5,118.0,209.7
111,415,False,4,0,107.0,229.4,99.0,214.1,6.0,10.4,95.0,289.6
144,415,False,2,0,96.0,139.6,93.0,124.2,4.0,15.0,75.0,95.6
135,415,True,5,0,66.0,263.8,116.0,251.3,2.0,8.4,112.0,200.1
109,415,False,4,46,123.0,217.5,84.0,233.7,3.0,9.0,99.0,163.9
107,415,False,1,14,132.0,114.3,91.0,199.8,8.0,7.5,74.0,194.7
149,408,False,2,0,108.0,196.3,96.0,136.8,3.0,7.7,87.0,154.7
56,510,False,1,0,95.0,253.2,116.0,188.0,4.0,4.4,133.0,142.0
129,408,False,0,0,99.0,98.0,62.0,240.7,4.0,10.5,123.0,254.8
92,408,False,0,0,118.0,249.4,95.0,211.5,3.0,9.1,116.0,169.0
67,415,False,1,30,107.0,129.6,104.0,233.0,5.0,14.5,93.0,297.0
120,415,False,0,0,106.0,221.3,98.0,267.6,7.0,9.3,80.0,111.5
166,415,False,1,0,106.0,220.7,118.0,177.8,9.0,12.4,102.0,206.1
66,408,False,1,0,76.0,87.6,111.0,262.0,5.0,9.2,125.0,184.6
76,408,False,0,0,61.0,203.6,127.0,161.7,3.0,8.4,97.0,175.9
79,415,False,2,0,110.0,213.6,121.0,234.9,3.0,8.8,157.0,229.6
98,415,False,2,31,112.0,181.6,100.0,220.7,4.0,12.9,121.0,236.3
141,510,False,1,22,123.0,215.4,98.0,328.7,6.0,7.8,89.0,160.5
49,415,True,2,0,90.0,266.3,117.0,207.8,2.0,14.0,98.0,205.0
46,510,False,3,0,111.0,199.2,83.0,175.1,2.0,10.2,84.0,210.6
137,415,False,3,0,130.0,115.0,83.0,137.8,4.0,7.3,61.0,224.0
171,408,True,1,0,69.0,270.5,112.0,230.0,5.0,9.6,111.0,136.0
10,415,False,1,0,127.0,222.2,125.0,153.1,4.0,12.9,80.0,227.4
88,510,False,3,0,78.0,61.9,114.0,262.6,2.0,8.8,110.0,212.5
89,415,False,2,0,92.0,141.1,126.0,249.1,2.0,10.8,73.0,136.0
82,415,True,3,0,81.0,189.2,117.0,184.4,5.0,10.6,83.0,255.8
139,510,False,3,0,135.0,196.0,146.0,186.0,1.0,9.8,92.0,153.0
87,415,False,0,0,119.0,171.6,107.0,205.0,4.0,13.8,114.0,170.6
137,415,False,2,0,123.0,174.0,115.0,161.3,3.0,11.4,98.0,260.7
45,510,True,1,0,106.0,78.6,110.0,187.3,5.0,7.4,111.0,184.2
90,415,False,1,0,92.0,200.9,91.0,164.3,7.0,8.9,98.0,249.0
103,415,False,1,0,123.0,141.3,87.0,253.6,2.0,6.4,96.0,215.8
100,415,False,2,0,130.0,235.8,69.0,176.0,1.0,7.3,122.0,63.6
110,510,False,3,0,100.0,185.1,88.0,165.1,4.0,6.3,104.0,111.6
124,415,False,2,0,113.0,254.3,104.0,78.9,2.0,11.8,69.0,153.2
10,510,False,2,0,103.0,183.0,77.0,214.8,6.0,8.7,73.0,206.4
89,415,False,2,29,80.0,163.5,136.0,274.8,5.0,7.5,147.0,381.9
121,408,False,2,0,98.0,207.9,96.0,210.5,2.0,7.7,114.0,109.6
101,415,False,3,0,102.0,248.6,93.0,174.9,3.0,6.1,86.0,207.2
103,415,False,2,31,105.0,185.4,126.0,197.6,4.0,14.5,110.0,147.1
51,408,False,1,0,60.0,197.8,64.0,221.0,5.0,8.9,134.0,168.6
2,415,True,2,0,42.0,132.1,88.0,138.9,1.0,9.1,119.0,192.6
111,510,False,0,0,117.0,197.1,128.0,227.8,11.0,9.3,101.0,214.0
118,415,False,2,0,112.0,154.6,105.0,184.2,5.0,12.6,102.0,217.4
17,510,True,6,31,115.0,153.1,59.0,185.9,1.0,10.0,102.0,224.3
130,408,False,2,0,119.0,211.2,120.0,231.1,9.0,6.3,80.0,220.9
193,415,True,2,0,92.0,96.8,103.0,142.6,5.0,10.9,115.0,210.1
114,510,False,1,0,145.0,172.0,101.0,276.4,9.0,10.1,100.0,193.7
137,415,False,2,0,91.0,141.1,100.0,147.2,7.0,8.0,75.0,254.7
185,408,False,2,29,121.0,151.1,88.0,244.7,2.0,13.8,91.0,154.4
101,408,False,3,0,107.0,209.6,96.0,228.8,2.0,7.6,85.0,172.4
95,415,False,3,32,109.0,247.0,91.0,125.6,4.0,10.5,90.0,226.5
7,408,False,1,30,114.0,221.4,116.0,165.8,12.0,10.8,105.0,247.0
126,408,True,1,0,99.0,321.3,93.0,167.9,4.0,8.0,106.0,193.6
71,415,False,0,0,124.0,243.7,90.0,60.0,2.0,11.3,129.0,189.0
124,415,False,3,0,85.0,251.5,98.0,214.2,6.0,11.1,71.0,186.1
97,510,True,0,0,107.0,236.9,105.0,157.6,2.0,7.3,120.0,241.0
28,415,False,2,0,79.0,159.7,131.0,216.7,3.0,9.3,116.0,206.7
90,415,True,4,0,96.0,148.2,111.0,220.4,1.0,9.2,97.0,134.2
190,408,False,1,0,86.0,150.9,129.0,268.6,1.0,14.7,73.0,179.9
31,415,False,1,28,101.0,210.5,86.0,250.5,2.0,11.5,125.0,241.6
52,415,False,2,24,71.0,170.9,80.0,201.4,5.0,4.1,124.0,159.0
73,510,False,0,0,80.0,254.7,79.0,90.2,8.0,10.6,60.0,153.4
111,415,True,0,0,89.0,284.4,113.0,157.0,8.0,8.4,91.0,242.8
98,415,True,4,0,0.0,0.0,130.0,159.6,1.0,6.8,88.0,167.1
106,408,True,1,0,45.0,133.7,107.0,187.8,2.0,10.7,89.0,181.9
111,408,False,0,0,117.0,224.9,127.0,191.9,3.0,10.3,97.0,229.9
59,408,False,1,0,98.0,151.8,92.0,209.9,5.0,11.9,86.0,266.9
71,510,False,2,22,107.0,141.4,105.0,163.0,3.0,5.6,99.0,220.0
55,408,True,0,0,124.0,285.7,106.0,230.9,7.0,14.8,140.0,230.7
13,415,False,1,0,121.0,58.4,64.0,262.2,5.0,11.9,115.0,159.0
136,415,False,0,16,105.0,90.4,109.0,201.3,4.0,13.1,115.0,227.1
123,408,False,0,0,91.0,114.4,123.0,216.6,3.0,11.0,102.0,250.6
105,408,False,2,0,103.0,147.7,78.0,222.7,3.0,12.8,102.0,163.5
50,408,False,3,31,93.0,302.7,119.0,240.5,14.0,13.6,103.0,193.9
118,415,False,1,0,120.0,136.1,103.0,204.2,4.0,11.3,90.0,228.2
97,408,False,3,0,84.0,169.7,86.0,165.9,6.0,12.8,83.0,191.9
51,510,False,0,0,89.0,227.2,106.0,194.4,2.0,14.9,126.0,243.4
73,415,True,1,0,91.0,217.8,97.0,220.6,6.0,10.3,89.0,277.3
35,415,False,2,0,102.0,124.2,115.0,123.9,8.0,13.1,100.0,135.7
64,415,False,1,0,76.0,206.2,76.0,232.4,2.0,13.6,96.0,251.6
63,510,False,3,0,122.0,132.9,62.0,67.0,2.0,9.9,121.0,160.4
117,415,False,3,31,115.0,104.9,125.0,237.6,6.0,7.7,104.0,263.4
115,415,True,1,0,97.0,245.0,75.0,250.7,8.0,13.7,124.0,270.2
162,408,False,1,0,118.0,184.5,95.0,224.0,3.0,11.6,82.0,180.5
89,415,False,3,0,66.0,89.5,104.0,179.3,1.0,12.3,116.0,225.1
94,415,False,1,0,131.0,235.6,107.0,194.8,4.0,8.6,93.0,170.6
129,408,False,4,0,127.0,186.0,96.0,262.3,6.0,11.5,63.0,98.9
86,415,False,1,0,75.0,223.9,109.0,155.7,9.0,7.3,143.0,150.2
96,510,False,1,0,125.0,179.5,139.0,162.3,2.0,6.6,133.0,264.5
190,415,False,1,0,102.0,169.4,113.0,253.5,5.0,8.9,93.0,197.1
80,408,False,1,0,90.0,118.1,77.0,144.3,6.0,8.2,86.0,225.1
108,415,True,4,0,105.0,112.0,110.0,193.7,4.0,4.1,93.0,208.9
97,408,False,0,32,129.0,168.4,97.0,225.9,7.0,8.5,95.0,191.8
84,415,False,0,42,112.0,214.3,107.0,188.2,10.0,11.3,117.0,333.5
65,415,True,4,0,139.0,245.7,113.0,241.9,5.0,4.2,117.0,285.3
131,415,False,1,34,134.0,156.6,95.0,71.0,10.0,13.4,120.0,261.7
58,415,False,1,43,96.0,142.8,100.0,272.3,4.0,8.9,105.0,193.4
36,415,False,3,0,115.0,202.4,115.0,230.7,2.0,10.2,127.0,202.0
54,415,False,1,0,119.0,116.8,123.0,123.1,2.0,12.0,101.0,217.5
45,510,False,1,0,110.0,155.7,103.0,260.3,1.0,11.0,98.0,192.2
125,415,False,2,39,107.0,236.1,110.0,289.2,4.0,9.1,107.0,175.4
72,415,False,2,21,113.0,138.1,83.0,260.1,2.0,8.2,118.0,135.4
141,408,False,3,0,108.0,51.9,83.0,162.0,3.0,10.1,115.0,223.5
113,510,False,0,0,116.0,81.3,124.0,220.6,3.0,8.9,113.0,235.7
20,415,False,0,35,98.0,171.5,127.0,153.1,3.0,7.1,125.0,165.6
212,415,False,1,0,96.0,126.0,80.0,144.3,3.0,7.6,102.0,302.8
99,415,False,4,0,127.0,197.2,92.0,156.0,6.0,9.9,99.0,204.1
94,510,False,1,0,62.0,194.1,54.0,227.2,4.0,15.3,115.0,190.4
40,510,False,1,0,105.0,115.7,113.0,127.8,6.0,9.3,91.0,107.5
86,510,False,3,29,118.0,157.2,136.0,196.3,5.0,8.4,109.0,226.7
101,415,True,3,0,85.0,269.7,86.0,207.6,15.0,4.5,107.0,214.2
170,415,False,0,0,107.0,246.4,124.0,228.1,8.0,9.1,95.0,166.4
105,510,False,1,0,121.0,227.4,89.0,268.5,4.0,13.0,82.0,143.3
103,415,False,0,0,110.0,189.8,83.0,115.5,4.0,12.2,103.0,191.3
140,415,False,4,27,124.0,188.9,102.0,160.9,5.0,11.5,100.0,197.7
101,510,False,1,0,0.0,0.0,119.0,192.1,4.0,7.2,95.0,168.8
98,408,False,1,19,87.0,110.5,97.0,227.8,4.0,11.0,84.0,243.6
104,408,False,4,0,116.0,167.6,112.0,219.2,2.0,11.7,94.0,215.9
115,415,False,3,0,90.0,132.0,75.0,197.5,0.0,0.0,114.0,175.8
112,408,False,0,0,88.0,167.8,81.0,247.9,4.0,11.9,108.0,155.1
70,415,False,1,0,86.0,213.4,77.0,204.7,4.0,5.7,101.0,256.6
126,510,False,0,0,120.0,175.4,71.0,98.3,1.0,10.6,93.0,201.9
87,510,False,3,39,113.0,82.6,63.0,224.4,1.0,9.5,88.0,163.6
125,510,True,4,0,80.0,143.2,94.0,88.1,7.0,8.8,135.0,233.2
86,415,False,1,0,139.0,125.5,93.0,269.8,8.0,8.9,110.0,235.8
73,415,True,6,31,105.0,82.3,91.0,256.1,2.0,11.8,98.0,229.6
232,408,False,1,0,104.0,165.6,115.0,195.9,3.0,11.8,77.0,118.3
1,415,False,0,30,95.0,183.1,110.0,232.6,2.0,8.4,110.0,248.3
133,408,False,1,0,91.0,162.1,94.0,212.1,5.0,12.2,78.0,260.4
103,510,False,1,0,84.0,166.6,91.0,192.4,6.0,7.7,115.0,167.9
131,415,False,1,24,60.0,135.9,78.0,233.2,4.0,9.4,121.0,210.6
95,408,False,0,20,78.0,165.7,94.0,215.6,6.0,9.8,91.0,243.3
182,415,False,1,0,90.0,176.1,106.0,174.9,4.0,9.7,134.0,234.7
99,510,False,0,0,89.0,142.3,95.0,204.5,1.0,9.1,114.0,203.1
27,510,False,3,0,121.0,177.6,92.0,296.8,3.0,7.6,106.0,192.9
141,408,False,1,0,74.0,83.2,104.0,190.6,7.0,10.7,79.0,150.5
29,415,False,2,37,101.0,235.0,79.0,183.3,7.0,5.7,106.0,139.8
65,415,False,2,0,95.0,105.7,100.0,141.8,12.0,6.6,105.0,180.5
81,415,True,3,0,68.0,149.4,98.0,171.9,3.0,17.9,97.0,214.5
37,415,False,0,20,81.0,264.7,110.0,216.5,7.0,10.4,102.0,210.7
107,510,False,1,31,45.0,160.3,70.0,221.5,1.0,5.6,109.0,261.6
127,415,False,1,28,117.0,95.9,131.0,159.5,3.0,10.4,132.0,152.8
78,408,False,0,0,77.0,140.7,114.0,195.2,5.0,11.7,107.0,252.9
55,510,False,2,0,148.0,119.7,96.0,231.8,2.0,4.6,113.0,222.3
86,415,False,2,30,84.0,99.9,125.0,263.5,7.0,9.8,90.0,254.7
176,415,False,2,0,108.0,250.9,100.0,171.4,6.0,9.6,85.0,148.6
96,415,False,2,0,117.0,200.6,120.0,289.5,5.0,11.2,95.0,98.3
11,510,False,1,38,130.0,209.8,84.0,196.6,7.0,7.0,79.0,233.0
48,415,False,1,34,70.0,198.0,121.0,273.7,4.0,7.6,71.0,217.9
127,510,False,1,0,107.0,239.8,121.0,128.9,5.0,11.3,110.0,249.9
63,415,False,0,0,75.0,164.5,118.0,147.9,2.0,11.2,97.0,252.7
79,510,False,1,0,107.0,220.9,97.0,192.2,2.0,12.2,74.0,161.0
47,408,False,2,37,150.0,112.8,97.0,243.9,6.0,13.2,112.0,178.7
89,415,True,0,19,114.0,112.6,132.0,261.7,2.0,11.1,116.0,123.5
83,510,False,1,26,117.0,226.4,97.0,234.7,7.0,10.8,82.0,133.6
126,415,False,4,34,118.0,244.9,105.0,219.6,6.0,9.7,136.0,210.8
60,510,False,2,0,99.0,203.2,131.0,235.8,6.0,15.1,112.0,224.9
122,415,False,0,0,115.0,136.7,137.0,243.1,4.0,8.6,110.0,188.9
136,408,False,1,0,97.0,152.6,85.0,208.9,10.0,5.0,99.0,119.1
172,408,False,1,47,102.0,274.9,118.0,186.6,2.0,8.8,123.0,245.0
102,510,True,1,0,116.0,195.7,87.0,209.1,3.0,8.3,73.0,201.1
113,415,False,1,0,82.0,204.3,115.0,188.8,7.0,9.2,97.0,139.4
79,415,False,3,0,99.0,222.3,82.0,146.2,4.0,8.9,82.0,275.6
55,510,False,1,8,104.0,222.5,94.0,171.5,2.0,9.7,114.0,377.5
111,415,False,2,28,104.0,128.8,52.0,157.3,2.0,10.3,76.0,147.4
160,415,False,0,0,105.0,174.3,107.0,171.3,2.0,8.3,131.0,220.8
110,415,False,4,0,110.0,242.5,140.0,162.3,3.0,7.8,86.0,184.1
192,415,False,4,0,101.0,221.6,50.0,285.2,6.0,12.7,83.0,167.4
93,408,False,0,0,100.0,114.3,103.0,221.1,9.0,10.9,88.0,126.3
101,415,False,2,33,137.0,219.7,94.0,186.8,2.0,9.5,113.0,184.5
77,510,False,2,0,136.0,144.9,115.0,151.3,3.0,12.3,73.0,252.4
105,415,False,2,40,111.0,236.5,110.0,117.0,3.0,8.1,115.0,221.1
133,408,True,2,44,80.0,174.0,113.0,209.4,7.0,14.1,87.0,224.1
131,408,False,1,0,95.0,109.5,48.0,332.1,7.0,6.6,108.0,258.6
106,510,False,1,33,120.0,81.6,85.0,235.6,4.0,9.9,113.0,150.9
118,415,False,1,0,113.0,133.4,92.0,121.0,4.0,5.9,129.0,254.7
125,408,False,1,0,94.0,137.1,83.0,209.8,4.0,8.6,114.0,238.4
95,415,False,0,0,88.0,197.0,68.0,190.4,8.0,16.1,104.0,211.9
80,415,False,3,0,160.0,198.1,87.0,156.7,3.0,9.3,76.0,182.1
145,408,False,0,0,78.0,39.5,106.0,264.3,6.0,10.0,90.0,185.8
37,408,False,2,0,107.0,199.5,110.0,207.5,4.0,8.1,123.0,83.9
87,415,False,1,0,93.0,156.8,68.0,215.8,6.0,7.6,77.0,223.3
69,415,False,3,0,85.0,183.4,100.0,237.6,5.0,9.0,94.0,228.0
83,510,False,1,0,120.0,132.4,101.0,121.6,2.0,8.6,84.0,197.7
195,415,False,0,0,108.0,63.2,88.0,220.2,3.0,5.1,99.0,184.0
67,415,True,0,35,59.0,181.1,116.0,215.9,4.0,16.9,106.0,216.3
75,510,False,3,27,102.0,117.5,127.0,206.8,7.0,4.2,114.0,194.4
123,415,False,0,27,79.0,218.7,78.0,163.4,1.0,15.0,116.0,173.8
41,415,False,1,41,95.0,207.3,120.0,137.3,3.0,5.9,74.0,115.7
75,415,False,0,0,99.0,150.6,83.0,301.5,5.0,8.1,104.0,158.7
76,415,True,1,0,66.0,273.3,121.0,263.6,7.0,12.0,84.0,165.2
86,415,False,1,0,120.0,266.1,92.0,182.0,4.0,10.3,103.0,206.5
140,408,False,0,0,89.0,112.8,65.0,156.7,6.0,16.3,85.0,249.6
70,415,False,3,0,112.0,104.7,104.0,82.2,7.0,15.8,110.0,169.4
121,510,False,0,35,62.0,193.8,97.0,197.6,4.0,5.9,95.0,218.8
112,415,False,1,0,102.0,168.6,117.0,298.0,5.0,9.8,110.0,194.7
118,415,False,2,0,122.0,253.2,78.0,201.0,7.0,9.7,108.0,195.3
66,415,False,1,16,92.0,174.7,105.0,232.1,2.0,8.9,98.0,305.4
78,408,False,0,0,102.0,87.0,64.0,193.6,5.0,11.0,120.0,205.8
129,415,False,2,34,79.0,204.5,113.0,132.8,9.0,14.8,117.0,190.1
6,408,False,3,0,93.0,226.5,122.0,152.1,4.0,9.4,98.0,164.4
